,Ratings,Full_review
6281,1,"Had purchased it in January and was working well for four months. The physical condition was good after a few months of usage. But suddenly it stopped booting properly, showed battery and heating issues. Tried resolving the issue by doing smc reset but it didn't work. Got a diagnosis done from one of the service centers and the problem was with its main board. Just four months of use and there were problems already!"
6282,4,Beautiful
6283,4,"Best laptop ever, class design, it is sleek and thin. It has fastest OS in the world. It is not just a laptop,but it is an experience."
6284,4,Bought MacBook air 2 years back. Working fine.Love it's sleek design
6285,5,My Macbook Air Camera is very bad. I think my laptop camera is changed by seller.
6286,5,Serial number in tax invoice and actual serial number are different. Having issue to register its warranty.  Rest everything is good.
6287,5,The laptop is beautifully designed and slick. The UI is very comfortable but the apple environment is still growing so there can be interoperability issues with other windows programs. Recently however I have been facing quality issues and had to pay to change the keyboard. With upgrade to Catalin now am facing wi fi issues. The policy of replacing parts makes maintenance very high. For the premium price we are paying I expected far better quality. So weigh the pros and cons before buying the...
6288,5,Awesome 😎
6289,5,Ok
6290,5,Nice & Good Product...
6291,1,Must buy
6292,4,As usual awesome
6293,4,Very nice laptop. Got at a very good price.
6294,4,excellent
6295,5,Awesome thanks flipkart
6296,5,awsm
6297,5,Very nice but many apps not available for Mac
6298,5,Best laptop. Very good performance.
6299,5,It's going good
6300,5,Superb product
6301,1,Its awesome !!!
6302,4,Love it.
6303,4,Really best lap... perfect for coders
6304,4,Alli can say is awesome apple😍😍 nice one overall😁🤩
6305,5,"I received a defective product. The battery was completely drained and it notified ""Replace Now"". There were scratches in the product too. Thankfully Flipkart returned my product and refunded the amount."
6306,5,Best laptop
6307,5,Great
6308,5,It's just breeze..
6309,5,for developing android applications performance is superb..excellent purchase.
6310,5,"Apple rocks .we welcome apple in india ,Chinese companies bye bye from india"
6311,1,My First ever apple product. Good to go for purchase.
6312,4,Manufacturing defective
6313,4,I have purchased 10days back at price 63k. Nice Product value for money. Quick task processing no bufferer with 20 application running simultaneously. Excellent resolution and clarity for movies and pictures as well as sound in alse appreciable.
6314,4,Fantastic product
6315,5,"I like it, it's sexy lol"
6316,5,Awesome
6317,5,Satisfied.
6318,5,Superb product..
6319,5,This laptop heats on charging. Charger gets hot within a minute of plugging. Not worth buying. There is no exchange policy on Flipkart. Really sad.
6320,5,Great laptop So happy after buying it
6321,1,Nice
6322,4,Awesome
6323,4,Jabar dasth laptop
6324,4,Excellent product & performance
6325,5,Mac Book Air not getting charged. Battery is not working with the adapter. Do not buy from Flipkart. They have fudged. Flipkart has refused return also.
6326,5,Battery problem after 7 month.
6327,5,Kya bolu it's amazing laptop i ever used
6328,5,Product worth the price Good for business purposes only Not good for editing color grading video editing like that because of the display resolution
6329,5,"Best quality, worth of money."
6330,5,A wonderful product.
6331,3,"Nice strong build, unlike the pro model.Only con is there is no in-built HDMI port. I think this is the last model where the apple logo shines."
6332,5,Battery backup and performance makes me happy
6333,5,Still the best laptop if we overlook the big bezzle'e and screen quality. For getting in the Apple Kingdom its the best you can get.
6334,5,"It won’t turn on after three years from purchase date! Unfortunately, I woke up to start working and finding my MacBook Air not starting. Tried all key combination- started after a couple of hours. But next day onwards- totally conked off. Battery is okay. It’s basically a three year investment. But performed very well ! Very sad about this."
6335,5,The laptop faced numerous issues 1. Blickering of the screen while watching videos 2. The RAM stopped working within 3.5 months
6336,5,Great laptop even in 2020
6337,5,"Pros: Great for regular use,outstanding battery life, rapid charge, keyboard is smooth, trackpad is smooth, built in 128GB SSD is worth it if you are looking for long term work performance. For 66k, I would really recommend the Air. I have installed Anaconda on it and seems there has been no issue with the background code processing so far. Sound quality is very nice, placement of the speakers really does the trick.  Cons: Power adapter and bottom vent gets heated up very much"
6338,5,Original Trusted
6339,5,Good product I love apple products
6340,5,"Awesome product, go for it, writing this after using for 2 years, no lag in performance, always speed is superb"
6341,3,Value for money.
6342,5,Super cool
6343,5,Best laptop ever.
6344,5,Value for money
6345,5,Good
6346,5,I'm very happy with the product and ofcourse thankful for the fast delivery by the Flipkart 🙂
6347,5,Yery nice ....Excellent
6348,5,Best product
6349,5,Just waooo
6350,5,"Good product. Battery is a masterpiece. Storage is not enough, but if you have an external hard drive this a good product at this cost. Display can be a little better."
6351,5,🤩 Awesome 🤩🤩
6352,5,Beyond 😍
6353,5,Amazing
6354,4,Amazing Effort by the delivery person...Loved the Laptop!!
6355,5,Nice and genuine product till now its running smoothly....Nice mac experience If thinking to buy go for it
6356,5,Itsa great deal.
6357,5,Nice performance but screen quality is not good.
6358,5,Great
6359,5,It’s my first macbook I loved it tough it started giving os problems after a year but battery designs performance seems perfect
6360,4,Awesome product No complaints
6361,4,This is good for me❤️
6362,5,Product is amazing and working perfectly and as a birthday gift it is a precious gift for me
6363,5,Great purchase
6364,5,Very good And fast processor laptop with high end battery backup Loved this product.
6365,5,Beautiful
6366,4,"Wow. I owned early 2015 macbook air previously and unfortunately broke it. I was expecting it to be early 2015, but its actually a 2017 model. I loved it."
6367,4,Perfect one
6368,5,Very nice and awesome product. You will be satisfied definitely with it.
6369,5,Excellent
6370,5,Awesome product
6371,5,Product is best according to its price
6372,5,Go for it no issues at all.. best leptop till date😍
6373,5,Value for money product
6374,5,Awesome experience
6375,5,"Good product for the price paid for. Only disadvantage is that the hard drive gets full while working that is little frustrating but this is how apple products are designed, you cannot simply upgrade."
6376,5,All we know about Apple brand it’s same as expected love it
6377,5,Awesome.... Product😘
6378,4,Good quality. Love it.
6379,5,I received good product ... Thankyou flipkart
6380,4,Seems to be working fine for me. I had a issue for warranty but that was resolved after 2 days. I am happy with the product.
6381,5,It is an awesome Product. I loved It.
